"REF_DATE","GEO","DGUID","Components of population growth","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1977/1978","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","31884","","","","0"
"1978/1979","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","31501","","","","0"
"1979/1980","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","29358","","","","0"
"1980/1981","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","27044","","","","0"
"1981/1982","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","25676","","","","0"
"1982/1983","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","28105","","","","0"
"1983/1984","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","26020","","","","0"
"1984/1985","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","27068","","","","0"
"1985/1986","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","25801","","","","0"
"1986/1987","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","16701","","","","0"
"1987/1988","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","14293","","","","0"
"1988/1989","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","14087","","","","0"
"1989/1990","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","13926","","","","0"
"1990/1991","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","15208","","","","0"
"1991/1992","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","15899","","","","0"
"1992/1993","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","15279","","","","0"
"1993/1994","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","16358","","","","0"
"1994/1995","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","18388","","","","0"
"1995/1996","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","19035","","","","0"
"1996/1997","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","18956","","","","0"
"1997/1998","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","18671","","","","0"
"1998/1999","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","17491","","","","0"
"1999/2000","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","17680","","","","0"
"2000/2001","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","17910","","","","0"
"2001/2002","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","25727","","","","0"
"2002/2003","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","29257","","","","0"
"2003/2004","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","30441","","","","0"
"2004/2005","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","31620","","","","0"
"2005/2006","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","34711","","","","0"
"2006/2007","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","39235","","","","0"
"2007/2008","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","33576","","","","0"
"2008/2009","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","32069","","","","0"
"2009/2010","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","34496","","","","0"
"2010/2011","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","37126","","","","0"
"2011/2012","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","37170","","","","0"
"2012/2013","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","36994","","","","0"
"2013/2014","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","36889","","","","0"
"2014/2015","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","38458","","","","0"
"2015/2016","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","39660","","","","0"
"2016/2017","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","63484","","","","0"
"2017/2018","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","58406","","","","0"
"2018/2019","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","57238","","","","0"
"2019/2020","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","45922","","","","0"
"2020/2021","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","40901","","","","0"
"2021/2022","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","52503","","","","0"
"2022/2023","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","53456","","","","0"
"2023/2024","Canada","2016A000011124","Returning emigrants","Persons","249","units","0","v29768527","1.10","55032","","","","0"
"1991/1992","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","19741","","","","0"
"1992/1993","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","19744","","","","0"
"1993/1994","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","19746","","","","0"
"1994/1995","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","19745","","","","0"
"1995/1996","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","19745","","","","0"
"1996/1997","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","25564","","","","0"
"1997/1998","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","25563","","","","0"
"1998/1999","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","25567","","","","0"
"1999/2000","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","25564","","","","0"
"2000/2001","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","25563","","","","0"
"2001/2002","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","27558","","","","0"
"2002/2003","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","27559","","","","0"
"2003/2004","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","27560","","","","0"
"2004/2005","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","27559","","","","0"
"2005/2006","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","27558","","","","0"
"2006/2007","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","18523","","","","0"
"2007/2008","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","18525","","","","0"
"2008/2009","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","18529","","","","0"
"2009/2010","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","18524","","","","0"
"2010/2011","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","18522","","","","0"
"2011/2012","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","26663","","","","0"
"2012/2013","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","26667","","","","0"
"2013/2014","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","26668","","","","0"
"2014/2015","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","26665","","","","0"
"2015/2016","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","26664","","","","0"
"2016/2017","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","","..","","","0"
"2017/2018","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","","..","","","0"
"2018/2019","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","","..","","","0"
"2019/2020","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","","..","","","0"
"2020/2021","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","","..","","","0"
"2021/2022","Canada","2016A000011124","Net temporary emigration","Persons","249","units","0","v29768528","1.11","","..","","","0"
"1971/1972","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","2997","","","","0"
"1972/1973","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","7994","","","","0"
"1973/1974","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-2001","","","","0"
"1974/1975","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","7989","","","","0"
"1975/1976","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-2998","","","","0"
"1976/1977","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-2002","","","","0"
"1977/1978","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-2997","","","","0"
"1978/1979","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","7990","","","","0"
"1979/1980","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","14986","","","","0"
"1980/1981","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","13293","","","","0"
"1981/1982","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","12297","","","","0"
"1982/1983","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","3770","","","","0"
"1983/1984","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","5065","","","","0"
"1984/1985","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","3711","","","","0"
"1985/1986","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","22436","","","","0"
"1986/1987","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","58691","","","","0"
"1987/1988","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","42177","","","","0"
"1988/1989","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","140748","","","","0"
"1989/1990","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","28829","","","","0"
"1990/1991","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-52853","","","","0"
"1991/1992","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-42919","","","","0"
"1992/1993","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-71185","","","","0"
"1993/1994","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-22196","","","","0"
"1994/1995","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-14152","","","","0"
"1995/1996","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-826","","","","0"
"1996/1997","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","182","","","","0"
"1997/1998","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-3983","","","","0"
"1998/1999","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","18317","","","","0"
"1999/2000","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","25032","","","","0"
"2000/2001","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","39652","","","","0"
"2001/2002","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","33510","","","","0"
"2002/2003","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","36771","","","","0"
"2003/2004","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","10348","","","","0"
"2004/2005","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","9148","","","","0"
"2005/2006","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","15978","","","","0"
"2006/2007","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","27424","","","","0"
"2007/2008","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","51478","","","","0"
"2008/2009","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","71886","","","","0"
"2009/2010","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","34243","","","","0"
"2010/2011","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","14724","","","","0"
"2011/2012","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","55400","","","","0"
"2012/2013","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","49521","","","","0"
"2013/2014","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","32867","","","","0"
"2014/2015","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-9841","","","","0"
"2015/2016","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","35448","","","","0"
"2016/2017","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","103776","","","","0"
"2017/2018","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","162573","","","","0"
"2018/2019","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","168833","","","","0"
"2019/2020","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","75265","","","","0"
"2020/2021","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","-51719","","","","0"
"2021/2022","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","208689","","","","0"
"2022/2023","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","712751","","","","0"
"2023/2024","Canada","2016A000011124","Net non-permanent residents","Persons","249","units","0","v29768529","1.12","775091","","","","0"
"2000/2001","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2001/2002","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2002/2003","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2003/2004","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2004/2005","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2005/2006","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2006/2007","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2007/2008","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2008/2009","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2009/2010","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2010/2011","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2011/2012","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2012/2013","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2013/2014","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2014/2015","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2015/2016","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2016/2017","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2017/2018","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2018/2019","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2019/2020","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2020/2021","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","","..","","","0"
"2021/2022","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","737355","","","","0"
"2022/2023","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","1131203","","","","0"
"2023/2024","Canada","2016A000011124","Non-permanent residents, inflows","Persons","249","units","0","v1566834713","1.14","1318706","","","","0"
"2000/2001","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2001/2002","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2002/2003","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2003/2004","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2004/2005","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2005/2006","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2006/2007","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2007/2008","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2008/2009","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2009/2010","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2010/2011","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2011/2012","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2012/2013","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2013/2014","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2014/2015","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2015/2016","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2016/2017","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2017/2018","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2018/2019","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2019/2020","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2020/2021","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","","..","","","0"
"2021/2022","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","528666","","","","0"
"2022/2023","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","418452","","","","0"
"2023/2024","Canada","2016A000011124","Non-permanent residents, outflows","Persons","249","units","0","v1566834728","1.15","543615","","","","0"
"1998/1999","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"1999/2000","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2000/2001","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2001/2002","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2002/2003","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2003/2004","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2004/2005","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2005/2006","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2006/2007","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2007/2008","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2008/2009","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2009/2010","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2010/2011","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2011/2012","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2012/2013","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2013/2014","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2014/2015","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2015/2016","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2016/2017","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2017/2018","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2018/2019","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2019/2020","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2020/2021","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2021/2022","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2022/2023","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"2023/2024","Canada","2016A000011124","Net interprovincial migration","Persons","249","units","0","v52153346","1.5","0","","","","0"
"1971/1972","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-28748","","","","0"
"1972/1973","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-28670","","","","0"
"1973/1974","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-28671","","","","0"
"1974/1975","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-28673","","","","0"
"1975/1976","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-28032","","","","0"
"1976/1977","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-19940","","","","0"
"1977/1978","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-19936","","","","0"
"1978/1979","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-19937","","","","0"
"1979/1980","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-19993","","","","0"
"1980/1981","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-20068","","","","0"
"1981/1982","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-21619","","","","0"
"1982/1983","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-21616","","","","0"
"1983/1984","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-21679","","","","0"
"1984/1985","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-21619","","","","0"
"1985/1986","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-20165","","","","0"
"1986/1987","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-2665","","","","0"
"1987/1988","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-2673","","","","0"
"1988/1989","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-2665","","","","0"
"1989/1990","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-2667","","","","0"
"1990/1991","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-4253","","","","0"
"1991/1992","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-24183","","","","0"
"1992/1993","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-24120","","","","0"
"1993/1994","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-24116","","","","0"
"1994/1995","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-24121","","","","0"
"1995/1996","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-22326","","","","0"
"1996/1997","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-9978","","","","0"
"1997/1998","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-9978","","","","0"
"1998/1999","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-9977","","","","0"
"1999/2000","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-10008","","","","0"
"2000/2001","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-9802","","","","0"
"2001/2002","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7875","","","","0"
"2002/2003","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7873","","","","0"
"2003/2004","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7895","","","","0"
"2004/2005","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-7872","","","","0"
"2005/2006","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-10886","","","","0"
"2006/2007","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31800","","","","0"
"2007/2008","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31887","","","","0"
"2008/2009","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31798","","","","0"
"2009/2010","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-31800","","","","0"
"2010/2011","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-30684","","","","0"
"2011/2012","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-24049","","","","0"
"2012/2013","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23981","","","","0"
"2013/2014","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23983","","","","0"
"2014/2015","Canada","2016A000011124","Residual deviation","Persons","249","units","0","v53437072","1.8","-23984","","","","0"
